tip1	tip2	distance
Solimonas_marina-_-MT130397--_C16B3_T	Solimonas_terrae-_-KF112046--_KIS83-12_T	0.038919999999999996
Solimonas_aquatica-_-EU303271--_NAA16_T	g__413435	0.039411
Solimonas_fluminis-_-MF682434--_HR-BB_T	g__413435	0.039241
Sinimarinibacterium_flocculans-_-HQ875491--_NH6-24_T	g__1861863	2e-6
Polycyclovorans_algicola-_-FJ176554--_TG408_T	g__1274363	2e-6
Flagellatimonas_centrodinii-_-MW546061--_R2A-3T	g__2893022	2e-6
Stagnimonas_aquatica-_-MG649968--_THS-13_T	g__2689590	2e-6
Stenotrophobium_rhamnosiphilum-_-MF156859--_GT1R17_T	g__2689591	2e-6
Fontimonas_thermophila-_-JN415769--_HA-01_T	g__1434005	2e-6
g__64001	g__243627	0.021381999999999998
Nevskia_persephonica-_-JQ710441--_G6M-30_T	Nevskia_lacus-_-KY363640--_Seoho-38_T	0.04637
Nevskia_ramosa-_-ATVI01000001--_DSM_11499_T	g__64001	0.026851
Nevskia_terrae-_-GQ845011--_KIS13-15_T	Nevskia_soli-_-EF178286--_GR15-1_T	0.02529
Alkanibacter_difficilis-_-AJ313020--_MN_154.3_LTP__T	g__568387	2e-6
Nevskia_aquatilis-_-JQ710440--_F2-63_T	g__64001	0.027571
g__243627	Hydrocarboniphaga_daqingensis-_-EU313812--_B2-9_T	0.015460999999999999
Hydrocarboniphaga_effusa-_-AY363245--_AP103-_ATCC_BAA-332_T	g__243627	0.032331
Panacagrimonas_perspica-_-AB257720--_Gsoil_142_T	g__381430	2e-6
g__469322	Povalibacter_uvarum-_-AB548216--_ZUMI_37_T	0.016022
g__469322	g__1538468	0.016022
Steroidobacter_agaridevorans-_-AB174845--_SA29-B_T	Steroidobacter_agariperforans-_-AB174844--_KA5-B_T	0.01183
Steroidobacter_soli-_-MK311353--_JW-3_T	Steroidobacter_gossypii-_-MW287244--_S1-65_T	0.03206
Steroidobacter_gossypii-_-MW287244--_S1-65_T	Steroidobacter_agariperforans-_-AB174844--_KA5-B_T	0.030010000000000002
Povalibacter_uvarum-_-AB548216--_ZUMI_37_T	g__1538468	2e-6
Steroidobacter_denitrificans-_-EF605262--_FS_T	g__469322	0.023261
Acidibacter_ferrireducens-_-JX412366--_MCF85_T	g__1549619	2e-6
Thiomargarita_namibiensis-_-AF129012--_no_culture_T	g__90372	2e-6
Thioflexithrix_psekupsensis-_-KP056307--_D-3_T	g__1930932	2e-6
g__1021	Beggiatoa_leptomitoformis-_-CP012373--_D-402_n_T	0.009821
Beggiatoa_alba-_-AHMA01000017--_B18LD_T	g__1021	0.015430999999999999
Sulfurifustis_variabilis-_-LC062790--_skN76_T	g__1692042	2e-6
Sulfuricaulis_limicola-_-LC030205--_HA5_T	g__1744881	2e-6
Acidiferrobacter_thiooxydans-_-AF387301--_m-1-_DSM_2392_T	g__986106	2e-6
Rickettsiella_massiliensis-_-GQ857549--_20B_T	g__59195	2e-6
g__254245	Aquicella_siphonis-_-AY359283--_SGT-108_T	0.037551
Aquicella_lusitana-_-AY359282--_SGT-39_T	g__254245	0.038261
Coxiella_burnetii-_-HM208383--_ATCC_VR-615_T	g__776	2e-6
g__112008	Ignatzschineria_larvae-_-AJ252143--_L1/68_T	0.003491
Ignatzschineria_cameli-_-LC377575--_UAE-HKU57_T	Ignatzschineria_indica-_-EU008088--_FFA1_T	0.00626
Ignatzschineria_rhizosphaerae-_-ON148336--_HR5S32T	Ignatzschineria_indica-_-EU008088--_FFA1_T	0.02924
Ignatzschineria_ureiclastica-_-EU008089--_FFA3_T	g__112008	0.009781
g__582472	Wohlfahrtiimonas_larvae-_-JN873914--_KBL006_T	0.014841
Wohlfahrtiimonas_populi-_-KT988034--_34c10-3-10_T	g__582472	0.020951000000000004
Wohlfahrtiimonas_chitiniclastica-_-AM397063--_S5_T	g__582472	0.033381
g__109262	Halothiobacillus_neapolitanus-_-JF416645--_NCIMB_8539_T	0.049491
g__2035712	Guyparkeria_hydrothermalis-_-M90662--_r3_T	0.007631
Guyparkeria_halophila-_-U58020--_DSM_6132_LTP__T	g__2035712	0.009021
Thioalkalibacter_halophilus-_-EU124668--_ALCO1_T	g__469655	2e-6
Halothiobacillus_kellyi-_-AF170419--_BII-1_T	g__109262	0.065161
Dichelobacter_nodosus-_-JN175347--_CIP_107042_T	g__869	2e-6
g__13275	g__2717	0.034332
Suttonella_indologenes-_-M35015--_ATCC_25869_T	g__13275	0.041651
Suttonella_ornithocola-_-AJ717394--_B6/99/2_T	g__13275	0.039111
g__2717	Cardiobacterium_valvarum-_-AF506987--_MDA3079_T	0.025821
Cardiobacterium_hominis-_-ACKY01000036--_ATCC_15826_T	g__2717	0.031401
Ostreibacterium_oceani-_-MN412635--_ML27_T	g__2856855	2e-6
Thiofaba_tepidiphila-_-AB304258--_BDA453_-=_NBRC_103218-_T	g__552511	2e-6
Thiovirga_sulfuroxydans-_-AB118236--_SO07_T	g__307586	2e-6
g__59	g__650341	0.028452
g__283	g__12916	0.0042120000000000005
g__3051138	g__3051137	0.008452
g__238749	g__3051138	0.008502
g__198705	Comamonas_phosphati-_-JQ246447--_WYH_22-41_T	0.022501
g__80865	Delftia_lacustris-_-EU888308--_332_T	0.009111000000000001
Delftia_lacustris-_-EU888308--_332_T	Delftia_tsuruhatensis-_-AB075017--_T7_T	7.1e-4
Delftia_acidovorans-_-AB021417--_IAM_12409_T	Delftia_lacustris-_-EU888308--_332_T	0.01551
Delftia_deserti-_-KP300804--_YIM_Y792_T	Delftia_acidovorans-_-AB021417--_IAM_12409_T	0.05909
Delftia_rhizosphaerae-_-KY075818--_RA6_T	g__80865	0.013281
Delftia_litopenaei-_-GU721027--_wsw-7_T	g__80865	0.029761000000000003
Diaphorobacter_aerolatus-_-KC352658--_8604S-37_T	g__80865	0.043451000000000004
Comamonas_serinivorans-_-CP021455--_DSM_26136_wT	g__80865	0.040531
Comamonas_composti-_-EF015884--_YY287_T	g__80865	0.037831000000000004
g__28219	Brachymonas_chironomi-_-EU346912--_AIMA4_T	0.016801
Brachymonas_denitrificans-_-D14320--_AS-P1_T	g__28219	0.023111
Lampropedia_hyalina-_-AB089485--_IAM_14890_T	Lampropedia_aestuarii-_-MK733277--_YIM_MLB12_T	0.055929999999999994
Comamonas_testosteroni-_-M11224--_ATCC_11996_LTP__T	Comamonas_thiooxydans-_-DQ322069--_S23_T	7.1e-4
Comamonas_koreensis-_-AF275377--_KCTC_12005_T	Comamonas_sediminis-_-LT009500--_S3_T	0.01404
Comamonas_piscis-_-KM263565--_CN1_T	Comamonas_koreensis-_-AF275377--_KCTC_12005_T	0.01919
Comamonas_guangdongensis-_-EU515237--_CY_01_T	Comamonas_fluminis-_-MW599737--_CJ34_T	0.0231
Comamonas_odontotermitis-_-DQ453128--_Dant_3-8_T	Comamonas_phosphati-_-JQ246447--_WYH_22-41_T	0.042789999999999995
Comamonas_terrae-_-GQ497244--_A3-3_T	Comamonas_phosphati-_-JQ246447--_WYH_22-41_T	0.02381
Comamonas_aquatilis-_-KU355878--_SB30-Chr27-3_T	Comamonas_suwonensis-_-MN381948--_EJ-4_T	0.03213
Vandammella_animalimorsus-_-JN585336--_LMG_31935_T	g__2919468	2e-6
Franklinella_schreckenbergeri-_-JN585337--_LMG_31934_T	g__2919469	2e-6
Lampropedia_cohaerens-_-KP265299--_CT6_T	Corticibacter_populi-_-KM409450--_17B10-2-12_T	0.04986100000000001
Lampropedia_cohaerens-_-KP265299--_CT6_T	g__1758230	0.04986100000000001
Corticibacter_populi-_-KM409450--_17B10-2-12_T	g__1758230	2e-6
Comamonas_badia-_-AB164432--_IAM_14839_T	Comamonas_zonglianii-_-GQ245981--_BF-3_T	0.06517
Comamonas_zonglianii-_-GQ245981--_BF-3_T	Comamonas_humi-_-AB907700--_GAU11_T	0.01678
Comamonas_denitrificans-_-AF233877--_123_T	Comamonas_nitrativorans-_-AJ251577--_23310_T	0.0336
Comamonas_aquatica-_-AJ430344--_LMG_2370_T	Comamonas_jiangduensis-_-JQ941713--_YW1_T	0.02275
Comamonas_kerstersii-_-AJ430347--_LMG_3475_T	Comamonas_terrigena-_-AJ420326--_DSM_7099_T	0.03675
Comamonas_terrigena-_-AJ420326--_DSM_7099_T	g__198705	0.029511000000000003
Comamonas_granuli-_-AB681516--_NBRC_101663_T	g__198705	0.040741
g__1649468	Melaminivora_alkalimesophila-_-JQ676982--_CY1_T	0.017071
Melaminivora_jejuensis-_-JX997988--_KBB12_T	Melaminivora_suipulveris-_-MH032762--_SC2-9T	0.016800000000000002
Oryzisolibacter_propanilivorax-_-LM653274--_EPL6_T	g__2038733	2e-6
Pulveribacter_suum-_-MH050836--_SC2-9_T	g__2678886	2e-6
Alicycliphilus_denitrificans-_-AJ418042--_K601_T	g__201096	2e-6
Diaphorobacter_nitroreducens-_-AB064317--_NA10B_T	Diaphorobacter_oryzae-_-EU342381--_RF3_T	0.01915
Acidovorax_caeni-_-AM084006--_R-24608_T	g__238749	0.016161000000000002
g__352449	Giesbergeria_anulus-_-AB074527--_IAM_14948_T	0.002801
Giesbergeria_giesbergeri-_-AB074522--_IAM_14949_T	Giesbergeria_sinuosa-_-AF078754--_LMG_4393_T	0.0035
Giesbergeria_voronezhensis-_-AY780905--_D-419_T	Giesbergeria_giesbergeri-_-AB074522--_IAM_14949_T	0.018199999999999997
Giesbergeria_anulus-_-AB074527--_IAM_14948_T	Giesbergeria_kuznetsovii-_-AY780907--_D-412_T	7.1e-4
Pseudacidovorax_intermedius-_-EF469609--_CC-21_T	g__433923	2e-6
g__3051137	Acidovorax_wautersii-_-JQ946365--_NF1078_T	0.008431000000000001
Acidovorax_cattleyae-_-AF137504--_ICMP_2826_T	Acidovorax_avenae-_-AF137505--_ICMP_3183_T	7.1e-4
Acidovorax_citrulli-_-AF137506--_ICMP_7500_T	Acidovorax_oryzae-_-DQ360414--_FC-143_T	0.0021
Acidovorax_lacteus-_-KY287949--_M36_T	Acidovorax_monticola-_-KY313411--_K-4-16_T	0.02275
Acidovorax_anthurii-_-AJ007013--_CFBP_3232_LTP__T	Pseudomonas_avenae_subsp._konjaci-_-AF137507--_ICMP_7733_T	0.022520000000000002
Acidovorax_valerianellae-_-AJ431731--_CFBP_4730_T	g__3051137	0.021071
Acidovorax_temperans-_-AF078766--_CCUG_11779_T	g__3051137	0.012620999999999999
g__352450	Simplicispira_metamorpha-_-Y18618--_DSM_1837_T	0.012601000000000001
Simplicispira_psychrophila-_-AF078755--_LMG_5408_T	Simplicispira_piscis-_-KC884002--_RSG39_T	0.02616
Simplicispira_limi-_-DQ372987--_EMB325_T	g__352450	0.021041
Simplicispira_suum-_-MH032763--_SC1-8_T	g__352450	0.027971
Simplicispira_soli-_-KY031325--_CA-16_T	Simplicispira_lacusdiani-_-MG708102--_CPCC_100842_T	0.00141
Acidovorax_defluvii-_-Y18616--_BSB411_T	Acidovorax_carolinensis-_-EU910093--_NA3_T	0.01117
Acidovorax_radicis-_-HM027578--_N35_T	Acidovorax_carolinensis-_-EU910093--_NA3_T	0.011890000000000001
Acidovorax_soli-_-FJ599672--_BL21_T	Acidovorax_kalamii-_-KY425604--_KNDSW-TSA6_T	0.012709999999999999
Acidovorax_delafieldii-_-AF078764--_ATCC_17505_T	g__12916	0.016811
Acidovorax_facilis-_-AF078765--_CCUG_2113_T	g__12916	0.013281
Comamonas_antarctica-_-MN428675--_16-35-5_T	g__283	0.026871000000000003
g__364316	Verminephrobacter_aporrectodeae-_-AFAL01000415--_At4_T	0.014660999999999999
Verminephrobacter_eiseniae-_-DQ327663--_EF01-2_T	g__364316	0.036201000000000004
Xylophilus_ampelinus-_-AJ420330--_DSM_7250_T	g__54066	2e-6
g__151754	Xenophilus_aerolatus-_-EF660342--_5516S-2_T	0.021281
g__763439	g__281915	0.005622
g__28065	Rhodoferax_sediminis-_-MF770245--_CHu59-6-5_T	0.011871
Rhodoferax_antarcticus-_-GU233447--_ANT.BR_T	Rhodoferax_fermentans-_-D16211--_FR2_T	0.02512
Albidiferax_ferrireducens-_-CP000267--_DSM_15236_T	Rhodoferax_aquaticus-_-KC759436--_Gr-4_T	0.02096
Rhodoferax_aquaticus-_-KC759436--_Gr-4_T	g__28065	0.020271
Rhodoferax_saidenbachensis-_-FJ755906--_ED16_T	Rhodoferax_lacus-_-KX505858--_IMCC26218_T	0.01325
Rhodoferax_bucti-_-MF352137--_GSA243-2_T	g__28065	0.012550999999999998
g__747294	Pseudorhodoferax_aquiterrae-_-GU721026--_NAFc-7_T	0.006991
Pseudorhodoferax_caeni-_-AJ606333--_SB1_T	Pseudorhodoferax_soli-_-EU825700--_TBEA3_T	0.0112
g__52972	Polaromonas_jejuensis-_-EU030285--_JS12-13_T	0.008481
Polaromonas_ginsengisoli-_-AB245355--_Gsoil_115_T	Polaromonas_vacuolata-_-U14585--_34-P_T	0.02591
Polaromonas_eurypsychrophila-_-KP013181--_B717-2_T	Polaromonas_ginsengisoli-_-AB245355--_Gsoil_115_T	0.03026
Polaromonas_naphthalenivorans-_-CP000529--_CJ2_T	Polaromonas_hydrogenivorans-_-DQ094183--_DSM_17735_T	0.003
Polaromonas_cryoconiti-_-HM583567--_Cr4-35_T	g__52972	0.013260999999999998
Polaromonas_glacialis-_-HM583568--_Cr4-12_T	g__52972	0.013260999999999998
Polaromonas_aquatica-_-AM039830--_CCUG_39402_T	g__52972	0.017071
Caenimonas_koreensis-_-DQ349098--_EMB320_T	Caenimonas_aquaedulcis-_-OL587860--_DR4-4T	0.02675
Caenimonas_aquaedulcis-_-OL587860--_DR4-4T	g__763439	0.026191
Caenimonas_aquaedulcis-_-OL587860--_DR4-4T	g__281915	0.026191
g__281915	g__665874	0.004932000000000001
Curvibacter_gracilis-_-AB109889--_7-1_T	Curvibacter_lanceolatus-_-AB021390--_ATCC_14669_T	0.0063
Curvibacter_fontanus-_-AB120963--_AQ9_T	g__665874	0.026051000000000005
Limnohabitans_parvus-_-FM165536--_II-B4_T	Limnohabitans_planktonicus-_-FM165535--_II-D5_T	0.01328
Limnohabitans_australis-_-FM178226--_MWH-BRAZ-DAM2D_T	Limnohabitans_curvus-_-AJ938026--_MWH-C5_T	0.01953
Curvibacter_delicatus-_-AF078756--_LMG_4328_T	g__281915	0.007681
Caenimonas_soli-_-MN519471--_S4_T	g__763439	0.016091
Caenimonas_terrae-_-GU181268--_SGM1-15_T	g__763439	0.016311
g__34072	Variovorax_ureilyticus-_-KU973602--_UCM-2_T	0.004191
Variovorax_gossypii-_-KR349468--_JM-310_T	Variovorax_guangxiensis-_-JF495126--_GXGD002_T	0.009989999999999999
Variovorax_guangxiensis-_-JF495126--_GXGD002_T	Variovorax_paradoxus-_-AB680784--_NBRC_15149_T	0.00924
Variovorax_boronicumulans-_-AB300597--_BAM-48_T	Variovorax_paradoxus-_-AB680784--_NBRC_15149_T	0.01256
Variovorax_ginsengisoli-_-AB245358--_Gsoil_3165_T	Variovorax_robiniae-_-KU973604--_UCM-G35_T	0.00978
Variovorax_robiniae-_-KU973604--_UCM-G35_T	Variovorax_rhizosphaerae-_-KU973603--_UCM-G28_T	0.00488
Variovorax_humicola-_-KT301941--_UC38_T	Variovorax_ureilyticus-_-KU973602--_UCM-2_T	0.009059999999999999
Variovorax_defluvii-_-HQ385753--_2C1-b_T	Variovorax_soli-_-DQ432053--_GH9-3_T	0.01749
Variovorax_dokdonensis-_-DQ178978--_DS-43_T	Variovorax_defluvii-_-HQ385753--_2C1-b_T	0.02446
Variovorax_soli-_-DQ432053--_GH9-3_T	g__34072	0.009781
g__47420	Hydrogenophaga_laconesensis-_-KT756664--_HWB-10_T	0.010551
g__2490452	Serpentinimonas_maccroryi-_-MW411452--_B1_T	0.011241
Serpentinimonas_raichei-_-MT882023--_A1_T	Serpentinimonas_barnesii-_-MW414531--_H1_T	0.007019999999999999
g__263066	Malikia_granosa-_-AJ627188--_P1_T	0.009800999999999999
Malikia_spinosa-_-AB077038--_IAM_14918_T	g__263066	0.014691
Macromonas_bipunctata-_-AB077037--_IAM_14880_T	g__183669	2e-6
Hydrogenophaga_pseudoflava-_-AB681845--_NBRC_102511_T	Hydrogenophaga_luteola-_-KM598239--_THG-SQE7_T	0.00496
Hydrogenophaga_bisanensis-_-EF532793--_K102_T	Hydrogenophaga_flava-_-AF078771--_CCUG_1658_T	0.0112
Hydrogenophaga_flava-_-AF078771--_CCUG_1658_T	Hydrogenophaga_pseudoflava-_-AB681845--_NBRC_102511_T	0.008409999999999999
Hydrogenophaga_aromaticivorans-_-MT023432--_D2P1_T	Hydrogenophaga_taeniospiralis-_-AF078768--_ATCC_49743_T	0.017509999999999998
Hydrogenophaga_crassostreae-_-KU198320--_LPB0072_T	Hydrogenophaga_taeniospiralis-_-AF078768--_ATCC_49743_T	0.04684
Hydrogenophaga_palleronii-_-AF019073--_DSM_63_T	Hydrogenophaga_laconesensis-_-KT756664--_HWB-10_T	0.02034
Hydrogenophaga_atypica-_-AJ585992--_BSB_41.8_T	Hydrogenophaga_defluvii-_-AJ585993--_BSB_9.5_T	7.1e-4
Hydrogenophaga_caeni-_-DQ372983--_EMB71_T	Hydrogenophaga_soli-_-KX636167--_S10_T	0.02461
Hydrogenophaga_aquatica-_-KU358714--_CC-KL-3_T	g__47420	0.028151000000000002
Hydrogenophaga_intermedia-_-AF019037--_S1_T	Hydrogenophaga_borbori-_-MH094650--_LA-38_T	0.01192
g__114248	Tepidimonas_thermarum-_-AM042693--_AA1_T	0.016831
Tepidimonas_sediminis-_-MF509190--_YIM_72259_T	Tepidimonas_alkaliphilus-_-MF509266--_YIM_72238_T	0.025820000000000003
Tepidimonas_ignava-_-AF177943--_SPS-1037T_T	Tepidimonas_charontis-_-MH590702--_SPSP-6_T	0.02274
Tepidimonas_aquatica-_-AY324139--_CLN-1_T	Tepidimonas_charontis-_-MH590702--_SPSP-6_T	0.020560000000000002
Tepidimonas_taiwanensis-_-AY845054--_I1-1_T	Tepidimonas_charontis-_-MH590702--_SPSP-6_T	0.02633
Tepidimonas_fonticaldi-_-JN713899--_AT-A2_T	g__114248	0.021701
Tepidicella_xavieri-_-DQ295805--_TU-16_T	g__360239	2e-6
Xenophilus_azovorans-_-AF285414--_KF46F_T	g__151754	0.025271000000000002
Xenophilus_arseniciresistens-_-KC010298--_YW8_T	g__151754	0.025411000000000003
Tibeticola_sediminis-_-KX161735--_YIM_73013_T	g__1940136	2e-6
g__219181	Ottowia_pentelensis-_-EU518930--_RB3-7_T	0.018941
Ottowia_oryzae-_-MH031704--_KADR8-3_T	Ottowia_konkukae-_-MG764241--_SK3863_T	0.0021
Ottowia_flava-_-MH790863--_GY511_T	Ottowia_oryzae-_-MH031704--_KADR8-3_T	0.04120000000000001
Ottowia_beijingensis-_-KC755038--_GCS-AN-3_T	Ottowia_testudinis-_-MW222117--_27C_T	0.02966
Ottowia_massiliensis-_-LT960589--_Marseille-P4747T	g__219181	0.043621
Ottowia_caeni-_-MZ753668--_BD-1_/type_materialtype_strain_of_Ottowia_caeniT	g__219181	0.032481
Ottowia_thiooxydans-_-AJ537466--_K11_T	g__219181	0.035161000000000005
Hylemonella_gracilis-_-AF078753--_ATCC_19624_T	g__232523	2e-6
g__174951	Ramlibacter_rhizophilus-_-KT962170--_THG-YS3.2.7_T	0.018251
Ramlibacter_agri-_-MN685325--_G-1-2-2T	Ramlibacter_paludis-_-MW164935--_XY19T	0.0098
Ramlibacter_montanisoli-_-MN620391--_B156T	Ramlibacter_terrae-_-MN620389--_H242T	0.01748
Ramlibacter_ginsenosidimutans-_-EU423304--_BXN5-27_T	Ramlibacter_monticola-_-KY313410--_G-3-2_T	0.02105
Ramlibacter_monticola-_-KY313410--_G-3-2_T	Ramlibacter_cellulosilyticus-_-MN603953--_USB13_/type_materialtype_strain_of_RamlibactercellulosilyticusT	0.01474
Ramlibacter_albus-_-MN498046--_GTP1_/type_materialtype_strain_of_Ramlibacter_albusT	Ramlibacter_cellulosilyticus-_-MN603953--_USB13_/type_materialtype_strain_of_RamlibactercellulosilyticusT	0.0182
Ramlibacter_alkalitolerans-_-KF740333--_CJ661_T	Ramlibacter_monticola-_-KY313410--_G-3-2_T	0.01544
Ramlibacter_pallidus-_-MN498047--_HM2_/type_materialtype_strain_of_Ramlibacter_pallidusT	Ramlibacter_algicola-_-MK342490--_CrO1_T	0.02525
Ramlibacter_aurantiacus-_-MN498045--_AW1_/type_materialtype_strain_of_Ramlibacter_aurantiacusT	Ramlibacter_humi-_-MF631004--_18x22-1_T	0.03166
Ramlibacter_humi-_-MF631004--_18x22-1_T	Ramlibacter_tataouinensis-_-CP000245--_TTB310_T	0.02172
Ramlibacter_tataouinensis-_-CP000245--_TTB310_T	Ramlibacter_henchirensis-_-AF439400--_TMB834_T	0.016309999999999998
Ramlibacter_solisilvae-_-KC569791--_5-10_T	g__174951	0.039151
Extensimonas_vulgaris-_-HQ596491--_S4_T	g__1434001	2e-6
Saezia_sanguinis-_-KY039174--_CNM695-12_T	g__2709671	2e-6
g__92793	g__391952	2e-6
g__312063	g__196013	7.02e-4
g__36862	g__312063	0.0028220000000000003
g__88	g__36862	0.0035320000000000004
g__318147	Roseateles_asaccharophilus-_-AY136099--_KIN192_T	0.026162
g__318147	g__683756	0.026162
g__65047	Roseateles_chitosanitabidus-_-AB006851--_3001_T	0.002801
g__93681	Roseateles_chitinivorans-_-MH077556--_HWN-4T_T	0.002801
Roseateles_aquatilis-_-AM501446--_CCUG_48205_T	Roseateles_terrae-_-AM501445--_CCUG_52222_T	0.0179
Roseateles_depolymerans-_-AB003623--_61A_-DSM11813-_T	Roseateles_terrae-_-AM501445--_CCUG_52222_T	0.00496
Roseateles_noduli-_-KP276240--_HZ7_T	g__93681	0.0035310000000000003
Roseateles_asaccharophilus-_-AY136099--_KIN192_T	g__683756	2e-6
Roseateles_toxinivorans-_-AY515390--_2C20_T	g__318147	0.026241
g__335058	Roseateles_saccharophilus-_-AB021407--_DSM_654_T	1.1000000000000001e-5
Pelomonas_aquatica-_-AM501435--_CCUG_52575_T	g__335058	0.005051000000000001
Roseateles_puraquae-_-AM501439--_CCUG_52769_T	Pelomonas_aquatica-_-AM501435--_CCUG_52575_T	0.01186
Roseateles_oligotrophus-_-KT333459--_KCTC_42519_T	g__318147	0.027621
g__644355	Inhella_fonticola-_-HM013811--_TNR-25_T	0.011901
Inhella_crocodyli-_-MF801372--_CCP-18_T	Inhella_proteolytica-_-MW332546--_1Y17T	0.01352
Inhella_inkyongensis-_-DQ664238--_IMCC1713_T	Inhella_gelatinilytica-_-MW332547--_4Y10T	0.015560000000000001
Aquabacterium_olei-_-KC424519--_NHI-1_T	Aquabacterium_fontiphilum-_-EF626687--_CS-6_T	0.028749999999999998
Aquabacterium_parvum-_-AF035052--_B6_T	Aquabacterium_lacunae-_-MG786778--_KMB7_T	0.0263
Leptothrix_discophora-_-L33975--_SS-1_T	g__88	0.031651000000000006
Scleromatobacter_humisilvae-_-OM630150--_BS-T2-15T	g__3034706	2e-6
g__34102	Sphaerotilus_natans_subsp._sulfidivorans-_-FJ871054--_D-501_T	0.011260999999999998
Sphaerotilus_hippei-_-GU591795--_566_T	Sphaerotilus_montanus-_-EU636006--_HS_T	0.0172
Sphaerotilus_natans_subsp._sulfidivorans-_-FJ871054--_D-501_T	Sphaerotilus_natans_subsp._natans-_-FR749902--_DSM_6575_T	0.00212
Vitreoscilla_filiformis-_-HM037993--_L1401-2_T	Ideonella_livida-_-MK371777--_TBM-1_T	0.04841
Ideonella_livida-_-MK371777--_TBM-1_T	g__88	0.030421000000000004
Leptothrix_mobilis-_-X97071--_Feox-1_T	g__88	0.020391
Rubrivivax_rivuli-_-LT594462--_KYPY4_T	Rubrivivax_pictus-_-LC094486--_W35_T	0.02876
Ideonella_azotifigens-_-EU542576--_1a22_T	Piscinibacter_sakaiensis-_-LC002525--_201-F6_T	0.038990000000000004
Piscinibacter_sakaiensis-_-LC002525--_201-F6_T	g__28067	0.033751
Aquincola_tertiaricarbonis-_-DQ656489--_L10_T	g__28067	0.030201
Ideonella_dechloratans-_-X72724--_CCUG_30977_T	Ideonella_aquatica-_-MW888510--_4Y11T	0.0127
Ideonella_paludis-_-HE993549--_KBP-31_T	Ideonella_aquatica-_-MW888510--_4Y11T	0.021939999999999998
Ideonella_alba-_-MW888492--_3Y2T	Ideonella_aquatica-_-MW888510--_4Y11T	0.0014500000000000001
Ideonella_oryzae-_-OM909028--_NS12-5_/type_materialtype_strain_of_Ideonella_oryzaeT	Ideonella_aquatica-_-MW888510--_4Y11T	0.00352
Ideonella_benzenivorans-_-MZ041034--_B7T	Ideonella_oryzae-_-OM909028--_NS12-5_/type_materialtype_strain_of_Ideonella_oryzaeT	0.00564
g__28067	Rubrivivax_gelatinosus-_-D16213--_ATCC_17011_T	0.003501
Azohydromonas_ureilytica-_-KT750334--_UCM-80_T	Azohydromonas_caseinilytica-_-MN685324--_G-1-1-14_T	0.01818
Azohydromonas_lata-_-AB188125--_IAM_12599_T	g__28067	0.022531000000000002
Rubrivivax_albus-_-MF801368--_ICH-3_T	g__28067	0.025311
Rubrivivax_gelatinosus-_-D16213--_ATCC_17011_T	Rubrivivax_benzoatilyticus-_-AEWG01000018--_JA2_T	0.0021
g__212743	Rhizobacter_bergeniae-_-KF551137--_PLGR-1_T	0.0035110000000000002
Rhizobacter_dauci-_-AB297965--_H6_-=ATCC43778-_T	Rhizobacter_fulvus-_-AB245356--_Gsoil_322_T	0.00981
Piscinibacter_gummiphilus-_-CP024645--_NBRC_109400_wT	Rhizobacter_fulvus-_-AB245356--_Gsoil_322_T	0.01259
Rhizobacter_profundi-_-KM670026--_DS48-6-5_T	g__212743	0.020681
Methylibium_petroleiphilum-_-AF176594--_PM1_T	g__316612	2e-6
g__1114981	Piscinibacter_aquaticus-_-AB681749--_NBRC_102349_T	0.006301
Piscinibacter_caeni-_-KX390668--_MQ-18_T	Piscinibacter_defluvii-_-KU667249--_SH-1_T	0.0042
Aquariibacter_albus-_-MK503700--_SJAQ100T	g__2884326	2e-6
Rivibacter_subsaxonicus-_-AM774413--_BF49_T	g__1146865	2e-6
Methylibium_rhizosphaerae-_-MF687442--_C1-9_T	g__2682247	2e-6
Azohydromonas_australica-_-AB188124--_IAM_12664_T	Azohydromonas_riparia-_-KT750333--_UCM-11_T	0.01817
Caldimonas_caldifontis-_-KF771277--_YIM_78140_T	g__196013	0.026711
Caldimonas_manganoxidans-_-AB008801--_JCM_10698_T	Caldimonas_taiwanensis-_-AY845052--_On1_T	2e-5
Schlegelella_aquatica-_-DQ417336--_wcf1_T	Caldimonas_thermodepolymerans-_-AY152824--_K14_T	0.02529
Azohydromonas_sediminis-_-MH046066--_SYSU_G00088_T	g__196013	0.026041
Aquabacterium_terrae-_-MN519464--_S2T	g__196013	0.021071
Aquabacterium_limnoticum-_-GU319965--_ABP-4_T	Caldimonas_tepidiphila-_-MF509591--_YIM_730274_T	0.02106
Aquabacterium_commune-_-AF035054--_B8_T	g__196013	0.029211
Caldimonas_brevitalea-_-AM410613--_K481-B101__ATCC_53080__DSM_7029_T	g__196013	0.014041
Schlegelella_koreensis-_-KP326334--_ID0723T	g__196013	0.025261
Aquabacterium_citratiphilum-_-AF035050--_B4_T	Aquabacterium_soli-_-MN911385--_SJQ9_T	0.01572
Aquincola_amnicola-_-LN794224--_TTM-94_T	g__92793	0.032591
Aquincola_amnicola-_-LN794224--_TTM-94_T	g__391952	0.032591
g__32012	Thiomonas_delicata-_-AB245481--_NBRC_14566_T	0.030071
Thiomonas_intermedia-_-AY455809--_ATCC_15466_T	Thiomonas_perometabolis-_-AY455808--_ATCC_23370_T	0.00289
Thiomonas_arsenitoxydans-_-AM492684--_3As_T	Thiomonas_intermedia-_-AY455809--_ATCC_15466_T	0.00783
